a'	/ˈa/
mistero	/mistˈɛro/
mistieri	/mistjˈɛri/
misura	/mizˈura/
mitigare	/mitiɡˈare/
mobile	/ˈmɔbile/
mobili	/ˈmɔbili/
moderatamente	/moderatamˈente/
moderata	/moderˈata/
moderati	/moderˈati/
moderna	/modˈɛrna/
moderni	/modˈɛrni/
modesto	/modˈɛsto/
modi	/ˈmɔdi/
modo	/ˈmɔdo/
moglie	/ˈmoʎʎe/
mogliere	/moʎʎˈɛre/
mogli	/ˈmoʎʎi/
molestia	/molˈɛstja/
molesto	/molˈɛsto/
molle	/ˈmɔlle/
molli	/ˈmɔlli/
molta	/ˈmolta/
molte	/ˈmolte/
molti	/ˈmolti/
moltitudine	/moltitˈudine/
molto	/ˈmolto/
momenti	/momˈenti/
momento	/momˈento/
monaca	/ˈmɔnaka/
monache	/ˈmɔnake/
monaco	/ˈmɔnako/
monarchia	/monarkˈia/
mondana	/mondˈana/
mondane	/mondˈane/
mondani	/mondˈani/
mondano	/mondˈano/
mondo	/ˈmondo/
moneta	/monˈeta/
monile	/monˈile/
monsignore	/monsiɲɲˈore/
montagna	/montˈaɲɲa/
montagne	/montˈaɲɲe/
monta	/ˈmonta/
montare	/montˈare/
montarono	/montˈarono/
montati	/montˈati/
montato	/montˈato/
monte	/ˈmonte/
monti	/ˈmonti/
montò	/montˈɔ/
morale	/morˈale/
morbide	/ˈmɔrbide/
morbo	/ˈmɔrbo/
morde	/ˈmɔrde/
mordere	/ˈmɔrdere/
morendo	/morˈɛndo/
morganti	/morɡˈanti/
morì	/morˈi/
morire	/morˈire/
morirono	/morˈirono/
morisse	/morˈisse/
morissi	/morˈissi/
moriva	/morˈiva/
morivano	/morˈivano/
mormorare	/mormorˈare/
mormorio	/mormorˈio/
mormorò	/mormorˈɔ/
morsi	/ˈmɔrsi/
morso	/ˈmɔrso/
mortaio	/mortˈajo/
mortale	/mortˈale/
mortali	/mortˈali/
mortalità	/mortalitˈa/
mortal	/mortˈal/
morta	/ˈmɔrta/
morte	/ˈmɔrte/
morti	/ˈmɔrti/
morto	/ˈmɔrto/
mosè	/mozˈɛ/
mossa	/ˈmɔssa/
mosse	/ˈmɔsse/
mossero	/ˈmɔssero/
mossi	/ˈmɔssi/
mosso	/ˈmɔsso/
mostra	/ˈmostra/
mostrando	/mostrˈando/
mostrano	/ˈmostrano/
mostrare	/mostrˈare/
mostrarono	/mostrˈarono/
mostrasse	/mostrˈasse/
mostrata	/mostrˈata/
mostrate	/mostrˈate/
mostrati	/mostrˈati/
mostrato	/mostrˈato/
mostrava	/mostrˈava/
mostravano	/mostrˈavano/
mostrerà	/mostrerˈa/
mostrerò	/mostrerˈɔ/
mostri	/ˈmostri/
mostro	/ˈmostro/
mostrò	/mostrˈɔ/
moti	/ˈmɔti/
motivo	/motˈivo/
moto	/ˈmɔto/
motteggiando	/mottedʒdʒˈando/
motteggiare	/mottedʒdʒˈare/
motti	/ˈmɔtti/
motto	/ˈmɔtto/
move	/ˈmɔve/
movendo	/movˈɛndo/
movesse	/movˈesse/
moveva	/movˈeva/
movimenti	/movimˈenti/
movimento	/movimˈento/
multa	/ˈmulta/
municipio	/munitʃˈipjo/
muova	/mwˈɔva/
muove	/mwˈɔve/
muovere	/mwˈɔvere/
muovono	/mwˈɔvono/
mura	/ˈmura/
muri	/ˈmuri/
muro	/ˈmuro/
museo	/muzˈɛo/
musica	/ˈmuzika/
mutamenti	/mutamˈenti/
mutamento	/mutamˈento/
muta	/ˈmuta/
mutano	/ˈmutano/
mutare	/mutˈare/
mutasse	/mutˈasse/
mutata	/mutˈata/
mutato	/mutˈato/
muti	/ˈmuti/
mutolo	/ˈmutolo/
mutò	/mutˈɔ/
nacque	/ˈnakkwe/
nacquero	/ˈnakkwero/
nacqui	/ˈnakkwi/
napoli	/ˈnapoli/
narciso	/nartʃˈizo/
nardin	/nardˈin/
narra	/ˈnarra/
narrando	/narrˈando/
narrano	/ˈnarrano/
narrare	/narrˈare/
narrata	/narrˈata/
narrate	/narrˈate/
narrato	/narrˈato/
narrava	/narrˈava/
narrerò	/narrerˈɔ/
narrò	/narrˈɔ/
nasca	/ˈnaska/
nascano	/ˈnaskano/
nasce	/ˈnaʃʃe/
nascendo	/naʃʃˈɛndo/
nascere	/ˈnaʃʃere/
nascesse	/naʃʃˈesse/
nascessero	/naʃʃˈessero/
nasceva	/naʃʃˈeva/
nascevano	/naʃʃˈevano/
nasconda	/naskˈonda/
nasconde	/naskˈonde/
nascondere	/naskˈondere/
nascono	/ˈnaskono/
nascosa	/naskˈosa/
nascose	/naskˈose/
nascosi	/naskˈosi/
nascoso	/naskˈoso/
nascosta	/naskˈosta/
nascoste	/naskˈoste/
nascosti	/naskˈosti/
nascosto	/naskˈosto/
naso	/ˈnaso/
natale	/natˈale/
nata	/ˈnata/
nate	/ˈnate/
nati	/ˈnati/
natività	/nativitˈa/
nato	/ˈnato/
naturale	/naturˈale/
naturali	/naturˈali/
naturalmente	/naturalmˈente/
natura	/natˈura/
nature	/natˈure/
naufragio	/naufrˈadʒo/
nave	/ˈnave/
n'avessero	/navˈessero/
navicella	/navitʃˈɛlla/
navi	/ˈnavi/
nazionale	/natstsjonˈale/
nazione	/natstsjˈone/
nazioni	/natstsjˈoni/
necessariamente	/netʃessarjamˈente/
necessaria	/netʃessˈarja/
necessarie	/netʃessˈarje/
necessario	/netʃessˈarjo/
necessità	/netʃessitˈa/
negano	/ˈneɡano/
negare	/neɡˈare/
negata	/neɡˈata/
negato	/neɡˈato/
negherò	/neɡerˈɔ/
negli	/ˈneʎʎi/
nego	/ˈneɡo/
negro	/ˈneɡro/
nei	/ˈnɛi/
nell'abito	/nellˈabito/
nella	/ˈnɛlla/
nelle	/ˈnelle/
nelli	/ˈnelli/
nello	/ˈnɛllo/
nel	/ˈnel/
nemica	/nemˈika/
nemici	/nemˈitʃi/
nemico	/nemˈiko/
ne	/ne/
né	/ˈne/
neoguelfa	/neoɡwˈɛlfa/
neoguelfo	/neoɡwˈɛlfo/
neppure	/neppˈure/
nequizia	/nekwˈitstsja/
nera	/ˈnera/
nere	/ˈnere/
nereo	/ˈnereo/
neri	/ˈneri/
nero	/ˈnero/
nervi	/ˈnɛrvi/
nesso	/ˈnɛsso/
nessuna	/nessˈuna/
nessuno	/nessˈuno/
nestore	/ˈnɛstore/
netto	/ˈnetto/
nettuno	/nettˈuno/
neve	/ˈneve/
nevi	/ˈnevi/
nido	/ˈnido/
niente	/njˈɛnte/
nilo	/ˈnilo/
nimica	/nimˈika/
nimici	/nimˈitʃi/
nimico	/nimˈiko/
ninfa	/ˈninffa/
ninfe	/ˈninffe/
nipote	/nipˈote/
nisi	/ˈnizi/
niuna	/njˈuna/
niuno	/njˈuno/
nobile	/ˈnɔbile/
nobili	/ˈnɔbili/
nobilissima	/nobilˈissima/
nobilissime	/nobilˈissime/
nobilissimi	/nobilˈissimi/
nobilissimo	/nobilˈissimo/
nobilmente	/nobilmˈente/
nobiltà	/nobiltˈa/
nocchieri	/nokkjˈɛri/
nocchiero	/nokkjˈɛro/
nocenti	/notʃˈɛnti/
nodo	/ˈnɔdo/
noia	/ˈnɔja/
noie	/ˈnɔje/
noi	/ˈnoi/
noiosa	/nojˈosa/
noiose	/nojˈose/
noiosi	/nojˈosi/
noioso	/nojˈoso/
noma	/ˈnɔma/
nomata	/nomˈata/
nomati	/nomˈati/
nomato	/nomˈato/
nome	/ˈnome/
nominare	/nominˈare/
nominata	/nominˈata/
nominato	/nominˈato/
nomi	/ˈnɔmi/
nomò	/nomˈɔ/
nona	/ˈnɔna/
nondimeno	/nondimˈeno/
nonna	/ˈnɔnna/
non	/ˈnɔn/
nono	/ˈnɔno/
nostra	/ˈnɔstra/
nostre	/ˈnɔstre/
nostri	/ˈnɔstri/
nostro	/ˈnɔstro/
notabile	/notˈabile/
notabili	/notˈabili/
nota	/ˈnɔta/
notare	/notˈare/
note	/ˈnɔte/
notizia	/notˈitstsja/
noto	/ˈnɔto/
notte	/ˈnɔtte/
notti	/ˈnɔtti/
notturni	/nottˈurni/
nova	/ˈnɔva/
novellamente	/novellamˈente/
novella	/novˈɛlla/
novelle	/novˈɛlle/
novelli	/novˈɛlli/
novello	/novˈɛllo/
nove	/ˈnɔve/
novità	/novitˈa/
novo	/ˈnɔvo/
nozze	/ˈnɔtstse/
nube	/ˈnube/
nubi	/ˈnubi/
nulla	/ˈnulla/
nullo	/ˈnullo/
numeri	/ˈnumeri/
numero	/ˈnumero/
numerosi	/numerˈosi/
nuoce	/nwˈɔtʃe/
nuocere	/nwˈɔtʃere/
nuovamente	/nwovamˈente/
nuova	/nwˈɔva/
nuove	/nwˈɔve/
nuovi	/nwˈɔvi/
nuovo	/nwˈɔvo/
nutrice	/nutrˈitʃe/
nuvola	/ˈnuvola/
nuvoli	/ˈnuvoli/
obbedendo	/obbedˈɛndo/
obbietti	/obbjˈɛtti/
obbietto	/obbjˈɛtto/
oblio	/oblˈio/
occasione	/okkazjˈone/
occhi	/ˈɔkki/
occhio	/ˈɔkkjo/
occidentale	/otʃtʃidentˈale/
occidentali	/otʃtʃidentˈali/
occidente	/otʃtʃidˈɛnte/
occorre	/okkˈorre/
occorse	/okkˈorse/
occultamente	/okkultamˈente/
occulta	/okkˈulta/
occulte	/okkˈulte/
occulti	/okkˈulti/
occulto	/okkˈulto/
occupa	/ˈɔkkupa/
occupare	/okkupˈare/
occupata	/okkupˈata/
occupati	/okkupˈati/
occupato	/okkupˈato/
occupò	/okkupˈɔ/
oceano	/otʃˈɛano/
oda	/ˈɔda/
ode	/ˈɔde/
odi	/ˈɔdi/
odio	/ˈɔdjo/
od	/ˈod/
odo	/ˈɔdo/
odore	/odˈore/
offendere	/offˈɛndere/
offerse	/offˈɛrse/
offerto	/offˈɛrto/
offesa	/offˈesa/
offese	/offˈese/
offesi	/offˈesi/
offeso	/offˈeso/
oggimai	/odʒdʒimˈai/
oggi	/ˈɔdʒdʒi/
ogni	/ˈoɲɲi/
ogniuno	/oɲɲiˈuno/
ognora	/oɲɲˈora/
ohimè	/oimˈɛ/
oh	/ˈɔ/
oimè	/oimˈɛ/
oltraggio	/oltrˈadʒdʒo/
oltre	/ˈoltre/
omai	/omˈai/
ombra	/ˈombra/
ombre	/ˈombre/
omeri	/ˈɔmeri/
omero	/ˈɔmero/
onde	/ˈonde/
onestamente	/onestamˈente/
onesta	/onˈɛsta/
onestà	/onestˈa/
oneste	/onˈɛste/
onesti	/onˈɛsti/
onestissima	/onestˈissima/
onesto	/onˈɛsto/
onnipotente	/onnipotˈɛnte/
onorare	/onorˈare/
onoratamente	/onoratamˈente/
onorata	/onorˈata/
onorati	/onorˈati/
onorato	/onorˈato/
onore	/onˈore/
onorevole	/onorˈevole/
onorevolmente	/onorevolmˈente/
onori	/onˈori/
onta	/ˈonta/
operando	/operˈando/
opera	/ˈɔpera/
operare	/operˈare/
operasse	/operˈasse/
operata	/operˈata/
operato	/operˈato/
operazione	/operatstsjˈone/
operazioni	/operatstsjˈoni/
opere	/ˈɔpere/
opinione	/opinjˈone/
opinioni	/opinjˈoni/
opporre	/oppˈorre/
opportuna	/opportˈuna/
opportune	/opportˈune/
opportuno	/opportˈuno/
opposte	/oppˈoste/
oppressa	/opprˈɛssa/
oprando	/oprˈando/
oprano	/ˈɔprano/
opra	/ˈɔpra/
oprare	/oprˈare/
oprate	/oprˈate/
oprato	/oprˈato/
oprò	/oprˈɔ/
oracoli	/orˈakoli/
oracolo	/orˈakolo/
oramai	/oramˈai/
ora	/ˈɔra/
orazione	/oratstsjˈone/
orazioni	/oratstsjˈoni/
orco	/ˈɔrko/
ordinare	/ordinˈare/
ordinarono	/ordinˈarono/
ordinasse	/ordinˈasse/
ordinatamente	/ordinatamˈente/
ordinata	/ordinˈata/
ordinate	/ordinˈate/
ordinati	/ordinˈati/
ordinato	/ordinˈato/
ordine	/ˈordine/
ordini	/ˈordini/
ordinò	/ordinˈɔ/
orecchie	/orˈekkje/
orecchi	/orˈekki/
oreste	/orˈɛste/
oretta	/orˈetta/
orfeo	/orfˈɛo/
orgoglio	/orɡˈoʎʎo/
orientale	/orjentˈale/
orientali	/orjentˈali/
oriente	/orjˈɛnte/
origine	/orˈidʒine/
ormai	/ormˈai/
ornamenti	/ornamˈenti/
ornamento	/ornamˈento/
ornare	/ornˈare/
ornata	/ornˈata/
ornate	/ornˈate/
ornati	/ornˈati/
ornato	/ornˈato/
or	/ˈor/
oro	/ˈɔro/
orrevole	/orrˈevole/
orso	/ˈorso/
oscura	/oskˈura/
oscure	/oskˈure/
oscuri	/oskˈuri/
oscurità	/oskuritˈa/
oscuro	/oskˈuro/
ossa	/ˈɔssa/
osservare	/osservˈare/
osservato	/osservˈato/
ostante	/ostˈante/
oste	/ˈɔste/
ostinatamente	/ostinatamˈente/
ostinata	/ostinˈata/
ostinato	/ostinˈato/
ottava	/ottˈava/
ottaviano	/ottavjˈano/
ottavo	/ottˈavo/
ottenere	/ottenˈere/
ottenne	/ottˈenne/
ottimamente	/ottimamˈente/
ottima	/ˈɔttima/
ottimi	/ˈɔttimi/
ottimo	/ˈɔttimo/
otto	/ˈɔtto/
ove	/ˈove/
over	/ˈover/
ovidio	/ovˈidjo/
ovunque	/ovˈuŋkwe/
ovvero	/ovvˈero/
ozio	/ˈɔtstsjo/
pace	/ˈpatʃe/
padiglioni	/padiʎʎˈoni/
padova	/ˈpadova/
padre	/ˈpadre/
padri	/ˈpadri/
padrona	/padrˈona/
padrone	/padrˈone/
padroni	/padrˈoni/
paesani	/paezˈani/
paese	/paˈeze/
paesi	/paˈezi/
paganelli	/paɡanˈɛlli/
pagare	/paɡˈare/
pagato	/paɡˈato/
pagina	/ˈpadʒina/
pagine	/ˈpadʒine/
paglia	/ˈpaʎʎa/
paiano	/ˈpajano/
paia	/ˈpaja/
paiono	/ˈpajono/
paio	/ˈpajo/
palazzi	/palˈatstsi/
palazzo	/palˈatstso/
palco	/ˈpalko/
palermo	/palˈɛrmo/
palesare	/palezˈare/
palese	/palˈeze/
palesi	/palˈezi/
pallida	/ˈpallida/
pallide	/ˈpallide/
pallidezza	/pallidˈetstsa/
pallido	/ˈpallido/
palma	/ˈpalma/
palme	/ˈpalme/
palo	/ˈpalo/
palude	/palˈude/
paludi	/palˈudi/
pane	/ˈpane/
panfilo	/ˈpanffilo/
pani	/ˈpani/
panni	/ˈpanni/
panno	/ˈpanno/
paolo	/ˈpaolo/
paone	/paˈone/
papa	/ˈpapa/
paradiso	/paradˈizo/
parche	/ˈparke/
parecchie	/parˈekkje/
parecchi	/parˈekki/
parentado	/parentˈado/
parente	/parˈɛnte/
parenti	/parˈɛnti/
pare	/ˈpare/
parere	/parˈere/
paresse	/parˈesse/
paressero	/parˈessero/
parete	/parˈete/
pareti	/parˈeti/
parevano	/parˈevano/
pareva	/parˈeva/
parigi	/parˈidʒi/
parimente	/parimˈente/
pari	/ˈpari/
paris	/ˈparis/
parlamenti	/parlamˈenti/
parlamento	/parlamˈento/
parlando	/parlˈando/
parlano	/ˈparlano/
parlante	/parlˈante/
parla	/ˈparla/
parlare	/parlˈare/
parlari	/parlˈari/
parlarono	/parlˈarono/
parlar	/parlˈar/
parlasse	/parlˈasse/
parlato	/parlˈato/
parlava	/parlˈava/
parlerò	/parlerˈɔ/
parliamo	/parljˈamo/
parli	/ˈparli/
parlo	/ˈparlo/
parlò	/parlˈɔ/
parnaso	/parnˈazo/
parola	/parˈɔla/
parole	/parˈɔle/
parrà	/parrˈa/
parrebbe	/parrˈɛbbe/
parso	/ˈparso/
parta	/ˈparta/
partendo	/partˈɛndo/
partenza	/partˈɛntsa/
parte	/ˈparte/
particella	/partitʃˈɛlla/
particelle	/partitʃˈɛlle/
particolare	/partikolˈare/
particolari	/partikolˈari/
particolarmente	/partikolarmˈente/
partii	/partˈii/
partimmo	/partˈimmo/
parti	/ˈparti/
partì	/partˈi/
partirai	/partirˈai/
partirà	/partirˈa/
partire	/partˈire/
partirono	/partˈirono/
partirò	/partirˈɔ/
partisce	/partˈiʃʃe/
partisse	/partˈisse/
partissi	/partˈissi/
partitamente	/partitamˈente/
partita	/partˈita/
partite	/partˈite/
partiti	/partˈiti/
partito	/partˈito/
partiva	/partˈiva/
parto	/ˈparto/
partorendo	/partorˈɛndo/
partorì	/partorˈi/
partorire	/partorˈire/
partorisce	/partorˈiʃʃe/
partoriscono	/partorˈiskono/
partorisse	/partorˈisse/
partoriti	/partorˈiti/
partorito	/partorˈito/
paruta	/parˈuta/
paruto	/parˈuto/
parve	/ˈparve/
parvero	/ˈparvero/
pascendo	/paʃʃˈɛndo/
pasce	/ˈpaʃʃe/
pascere	/ˈpaʃʃere/
pascono	/ˈpaskono/
pasquino	/paskwˈino/
passaggio	/passˈadʒdʒo/
passando	/passˈando/
passano	/ˈpassano/
passa	/ˈpassa/
passare	/passˈare/
passarono	/passˈarono/
passasse	/passˈasse/
passata	/passˈata/
passate	/passˈate/
passati	/passˈati/
passato	/passˈato/
passavano	/passˈavano/
passava	/passˈava/
passerà	/passerˈa/
passiamo	/passjˈamo/
passione	/passjˈone/
passioni	/passjˈoni/
passi	/ˈpassi/
passo	/ˈpasso/
passò	/passˈɔ/
pastore	/pastˈore/
pastori	/pastˈori/
pastura	/pastˈura/
paterna	/patˈɛrna/
paterno	/patˈɛrno/
paternostri	/paternˈɔstri/
pater	/ˈpater/
patire	/patˈire/
patisce	/patˈiʃʃe/
patito	/patˈito/
patria	/ˈpatrja/
patrimonio	/patrimˈɔnjo/
patti	/ˈpatti/
patto	/ˈpatto/
paura	/paˈura/
paure	/paˈure/
paurosa	/paurˈosa/
paurose	/paurˈose/
paurosi	/paurˈosi/
pauroso	/paurˈoso/
pausa	/ˈpauza/
pavia	/pavˈia/
pazientemente	/patstsjentemˈente/
paziente	/patstsjˈɛnte/
pazienza	/patstsjˈɛntsa/
pazzamente	/patstsamˈente/
pazza	/ˈpatstsa/
pazzia	/patstsˈia/
pazzie	/patstsˈie/
pazzi	/ˈpatstsi/
pazzo	/ˈpatstso/
peccare	/pekkˈare/
peccati	/pekkˈati/
peccato	/pekkˈato/
pecora	/ˈpɛkora/
pecore	/ˈpɛkore/
pedale	/pedˈale/
peggio	/ˈpɛdʒdʒo/
peggiore	/pedʒdʒˈore/
pegno	/ˈpeɲɲo/
pellegrinaggio	/pelleɡrinˈadʒdʒo/
pellegrino	/pelleɡrˈino/
pelle	/ˈpɛlle/
pelli	/ˈpɛlli/
pelo	/ˈpelo/
pel	/ˈpel/
peltro	/ˈpeltro/
pena	/ˈpena/
pendente	/pendˈɛnte/
pende	/ˈpɛnde/
pene	/ˈpɛne/
penetrare	/penetrˈare/
penitenza	/penitˈɛntsa/
penna	/ˈpenna/
penne	/ˈpenne/
penosa	/penˈosa/
penoso	/penˈoso/
pensai	/pensˈai/
pensando	/pensˈando/
pensano	/ˈpɛnsano/
pensa	/ˈpɛnsa/
pensare	/pensˈare/
pensata	/pensˈata/
pensate	/pensˈate/
pensato	/pensˈato/
pensatore	/pensatˈore/
pensava	/pensˈava/
pensiamo	/pensjˈamo/
pensieri	/pensjˈɛri/
pensiero	/pensjˈɛro/
pensi	/ˈpɛnsi/
penso	/ˈpɛnso/
pensò	/pensˈɔ/
pensoso	/pensˈoso/
penultima	/penˈultima/
peranco	/perˈaŋko/
perche	/ˈpɛrke/
perché	/perkˈe/
percossa	/perkˈɔssa/
percosse	/perkˈɔsse/
percosso	/perkˈɔsso/
percuotere	/perkwˈɔtere/
perdei	/perdˈei/
perdendo	/perdˈɛndo/
perde	/ˈpɛrde/
perdere	/ˈpɛrdere/
perdita	/ˈpɛrdita/
perdizione	/perditstsjˈone/
perdona	/perdˈona/
perdonare	/perdonˈare/
perdonato	/perdonˈato/
perdoni	/perdˈoni/
perdono	/perdˈono/
perdonò	/perdonˈɔ/
perduta	/perdˈuta/
perdute	/perdˈute/
perduti	/perdˈuti/
perduto	/perdˈuto/
peregrina	/pereɡrˈina/
peregrino	/pereɡrˈino/
perfettamente	/perfettamˈente/
perfetta	/perfˈɛtta/
perfetto	/perfˈɛtto/
perfezione	/perfetstsjˈone/
perfino	/perfˈino/
pericoli	/perˈikoli/
pericolo	/perˈikolo/
pericolosi	/perikolˈosi/
pericoloso	/perikolˈoso/
periodo	/perˈiodo/
perire	/perˈire/
perisca	/perˈiska/
perle	/ˈpɛrle/
pero	/ˈpero/
però	/perˈɔ/
per	/ˈper/
perpetua	/perpˈɛtua/
perpetuo	/perpˈɛtuo/
persa	/ˈpɛrsa/
perseverando	/perseverˈando/
perseveranza	/perseverˈantsa/
persi	/ˈpɛrsi/
persona	/persˈona/
persone	/persˈone/
persuadere	/persuadˈere/
persuase	/persuˈaze/
persuasione	/persuazjˈone/
persuasioni	/persuazjˈoni/
pertanto	/pertˈanto/
pertugio	/pertˈudʒo/
perturbazioni	/perturbatstsjˈoni/
perugia	/perˈudʒa/
pervengono	/pervˈɛŋɡono/
pervenire	/pervenˈire/
pervenisse	/pervenˈisse/
pervenne	/pervˈenne/
pervennero	/pervˈennero/
pervenni	/pervˈenni/
pervenuta	/pervenˈuta/
pervenuti	/pervenˈuti/
pervenuto	/pervenˈuto/
perviene	/perviˈɛne/
pesce	/ˈpeʃʃe/
pesci	/ˈpeʃʃi/
pesi	/ˈpesi/
peso	/ˈpeso/
pessimo	/ˈpɛssimo/
peste	/ˈpɛste/
pestilenza	/pestilˈɛntsa/
petti	/ˈpɛtti/
petto	/ˈpɛtto/
pezza	/ˈpɛtstsa/
pezzi	/ˈpɛtstsi/
pezzo	/ˈpɛtstso/
piaccia	/pjˈatʃtʃa/
piacciono	/pjˈatʃtʃono/
piacendo	/pjatʃˈɛndo/
piace	/pjˈatʃe/
piacerà	/pjatʃerˈa/
piacere	/pjatʃˈere/
piaceri	/pjatʃˈeri/
piacesse	/pjatʃˈesse/
piaceva	/pjatʃˈeva/
piacevole	/pjatʃˈevole/
piacevolezza	/pjatʃevolˈetstsa/
piacevoli	/pjatʃˈevoli/
piacevolmente	/pjatʃevolmˈente/
piaciuta	/pjatʃˈuta/
piaciuto	/pjatʃˈuto/
piacque	/pjˈakkwe/
piacquero	/pjˈakkwero/
piaga	/pjˈaɡa/
piaghe	/pjˈaɡe/
pianamente	/pjanamˈente/
pianeta	/pjanˈeta/
pianeti	/pjanˈeti/
piangendo	/pjandʒˈɛndo/
piange	/pjˈandʒe/
piangere	/pjˈandʒere/
piano	/pjˈano/
pianse	/pjˈanse/
pianta	/pjˈanta/
piante	/pjˈante/
pianti	/pjˈanti/
pianto	/pjˈanto/
pianura	/pjanˈura/
pia	/ˈpia/
piazza	/pjˈatstsa/
piazze	/pjˈatstse/
picciola	/ˈpitʃtʃola/
picciole	/ˈpitʃtʃole/
piccioli	/pitʃtʃˈɔli/
picciolo	/pitʃtʃˈɔlo/
piccola	/ˈpikkola/
piccole	/ˈpikkole/
piccoli	/ˈpikkoli/
piccolo	/ˈpikkolo/
piede	/pjˈɛde/
piedi	/pjˈɛdi/
piegare	/pjeɡˈare/
piegato	/pjeɡˈato/
pienamente	/pjenamˈente/
piena	/pjˈɛna/
piene	/pjˈɛne/
pienezza	/pjenˈetstsa/
pieni	/pjˈɛni/
pieno	/pjˈɛno/
piè	/pjˈɛ/
piero	/pjˈɛro/
pietosamente	/pjetosamˈente/
pietosa	/pjetˈosa/
pietose	/pjetˈose/
pietosi	/pjetˈosi/
pietoso	/pjetˈoso/
pietra	/pjˈɛtra/
pietre	/pjˈɛtre/
pietro	/pjˈetro/
pigliando	/piʎʎˈando/
pigliano	/ˈpiʎʎano/
piglia	/ˈpiʎʎa/
pigliare	/piʎʎˈare/
pigliarono	/piʎʎˈarono/
pigliasse	/piʎʎˈasse/
pigliata	/piʎʎˈata/
pigliate	/piʎʎˈate/
pigliato	/piʎʎˈato/
piglio	/ˈpiʎʎo/
pigliò	/piʎʎˈɔ/
pigli	/ˈpiʎʎi/
pigri	/ˈpiɡri/
pigro	/ˈpiɡro/
pilade	/ˈpilade/
pilato	/pilˈato/
pino	/ˈpino/
pioggia	/pjˈɔdʒdʒa/
piombo	/pjˈombo/
pio	/ˈpio/
piro	/ˈpiro/
pisa	/ˈpisa/
pistoia	/pistˈɔja/
piume	/pjˈume/
più	/piˈu/
piuttosto	/pjuttˈɔsto/
plebe	/plˈɛbe/
plebi	/plˈɛbi/
pleiadi	/plˈɛjadi/
plinio	/plˈinjo/
plutone	/plutˈone/
poca	/ˈpɔka/
poche	/ˈpɔke/
pochi	/ˈpɔki/
poco	/ˈpɔko/
podestà	/podestˈa/
poema	/poˈɛma/
poemi	/poˈɛmi/
poesia	/poezˈia/
poeta	/poˈɛta/
poetica	/poˈɛtika/
poetiche	/poˈɛtike/
poetici	/poˈɛtitʃi/
poetico	/poˈɛtiko/
poeti	/poˈɛti/
poggio	/ˈpɔdʒdʒo/
poiché	/poikˈe/
poi	/ˈpɔi/
politica	/polˈitika/
politici	/polˈititʃi/
politico	/polˈitiko/
polo	/ˈpɔlo/
polso	/ˈpolso/
polvere	/ˈpolvere/
polverosi	/polverˈosi/
pomeriggio	/pomerˈidʒdʒo/
pomi	/ˈpomi/
pomo	/ˈpomo/
pompeo	/pompˈɛo/
ponendo	/ponˈɛndo/
ponente	/ponˈɛnte/
pone	/ˈpone/
ponesse	/ponˈesse/
poneva	/ponˈeva/
ponga	/ˈpoŋɡa/
pongono	/ˈpoŋɡono/
pongo	/ˈpoŋɡo/
poni	/ˈponi/
ponno	/ˈpɔnno/
pontefice	/pontˈefitʃe/
pontefici	/pontˈefitʃi/
ponte	/ˈponte/
po	/ˈpo/
popolare	/popolˈare/
popoli	/ˈpɔpoli/
popolo	/ˈpɔpolo/
pò	/ˈpɔ/
poppa	/ˈpoppa/
porci	/ˈpɔrtʃi/
porco	/ˈpɔrko/
porgendo	/pordʒˈɛndo/
porge	/ˈpɔrdʒe/
porgere	/ˈpɔrdʒere/
porgesse	/pordʒˈesse/
porgete	/pordʒˈete/
porgeva	/pordʒˈeva/
porgi	/ˈpɔrdʒi/
porgono	/ˈpɔrɡono/
poria	/porˈia/
porre	/ˈporre/
porrò	/porrˈɔ/
porse	/ˈpɔrse/
porsero	/ˈpɔrsero/
porsi	/ˈpɔrsi/
portando	/portˈando/
portano	/ˈpɔrtano/
portante	/portˈante/
porta	/ˈpɔrta/
portare	/portˈare/
portarono	/portˈarono/
portasse	/portˈasse/
portassero	/portˈassero/
portasti	/portˈasti/
portata	/portˈata/
portate	/portˈate/
portati	/portˈati/
portato	/portˈato/
portavano	/portˈavano/
portava	/portˈava/
porte	/ˈpɔrte/
portino	/ˈpɔrtino/
porti	/ˈpɔrti/
porto	/ˈpɔrto/
portò	/portˈɔ/
posa	/ˈpɔsa/
poscia	/ˈpɔʃʃa/
pose	/ˈpɔse/
posero	/ˈposero/
posizione	/pozitstsjˈone/
possano	/ˈpɔssano/
possa	/ˈpɔssa/
possedere	/possedˈere/
possedesse	/possedˈesse/
possedette	/possedˈɛtte/
possente	/possˈɛnte/
possenti	/possˈɛnti/
possessione	/possessjˈone/
possessioni	/possessjˈoni/
possiamo	/possjˈamo/
possiate	/possiˈate/
possibile	/possˈibile/
possibili	/possˈibili/
possibilità	/possibilitˈa/
possiede	/possjˈɛde/
possi	/ˈpɔssi/
possono	/ˈpɔssono/
posso	/ˈpɔsso/
posta	/ˈposta/
poste	/ˈposte/
posteri	/ˈpɔsteri/
posterità	/posteritˈa/
posti	/ˈposti/
posto	/ˈposto/
potei	/potˈei/
potendo	/potˈɛndo/
potente	/potˈɛnte/
potenti	/potˈɛnti/
potentissimo	/potentˈissimo/
potenza	/potˈɛntsa/
potenze	/potˈɛntse/
potenzia	/potˈɛntsja/
poté	/potˈe/
potere	/potˈere/
